Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone3
19.04,80.0,0.075,0.278,0.226,10441.45749
18.96,80.1,0.079,1.174,1.019,10237.40891
18.91,80.2,0.075,4.47,3.439,10266.5587
18.9,80.3,0.075,9.06,7.56,10313.19838
19.01,80.1,0.072,17.19,13.41,10429.79757
19.13,79.3,0.07,29.97,23.51,10313.19838
19.32,78.5,0.067,42.66,34.0,10184.93927
19.54,77.7,0.073,52.57,41.54,10453.11741
19.62,77.3,0.084,61.87,48.73,10645.50607
19.59,77.2,0.078,66.02,53.96,10668.82591
19.49,77.7,0.077,79.3,65.06,10738.78543
19.44,77.9,0.08,91.5,74.1,10750.44534
19.44,77.9,0.082,103.0,82.9,10826.23482
19.58,77.9,0.079,113.8,90.7,11117.73279
19.67,77.4,0.079,122.3,96.9,10960.32389
20.2,77.3,0.08,115.6,93.7,11135.22267
20.98,73.4,0.079,116.1,93.1,11146.88259
21.43,69.56,0.079,118.7,93.6,11327.61134
21.61,68.39,0.082,124.1,99.0,11444.21053
21.77,67.26,0.082,136.9,110.4,11788.17814
21.83,67.56,0.082,165.5,133.8,12003.88664
21.84,68.16,0.078,194.5,155.1,12143.80567
21.81,68.19,0.077,220.4,174.8,12330.36437
21.73,69.39,0.078,239.0,192.3,12761.78138
21.52,69.73,0.078,234.0,186.1,13315.62753
21.49,69.66,0.079,239.2,190.0,13659.59514
21.57,68.76,0.078,243.3,187.6,13904.45344
21.82,67.43,0.078,265.7,205.3,14137.65182
21.79,68.63,0.067,289.1,218.9,14440.80972
22.0,68.5,0.069,445.1,294.6,14569.06883
22.55,67.8,0.073,476.9,301.0,14866.39676
22.66,67.07,0.067,454.1,277.9,15175.38462
22.2,68.67,0.07,562.4,303.6,15461.05263
21.98,68.43,0.068,542.3,302.8,15565.9919
21.9,68.7,0.067,547.5,308.5,15600.97166
22.05,68.37,0.069,703.0,313.5,15863.31984
22.61,67.2,0.073,862.0,335.0,16055.7085
22.94,65.97,0.072,734.0,345.5,16108.17814
23.25,64.56,0.07,906.0,353.8,16516.2753
23.69,63.56,0.075,841.0,359.5,16656.19433
23.61,61.93,0.069,574.2,362.1,16679.51417
23.47,61.13,0.069,866.0,336.7,16924.37247
23.29,61.09,0.069,428.0,240.1,17040.97166
23.3,61.03,0.069,529.0,294.8,17087.61134
23.61,61.96,0.073,455.4,316.0,17070.12146
23.94,60.99,0.069,909.0,355.1,17367.44939
24.59,60.43,0.074,953.0,359.1,17460.72874
24.76,58.69,0.069,572.5,354.6,17443.23887
24.82,58.89,0.071,572.3,360.8,17484.04858
24.67,57.92,0.073,732.0,358.1,17658.94737
24.72,58.06,0.069,1099.0,360.6,17513.19838
24.64,56.92,0.067,768.0,336.9,17699.75709
24.7,57.36,0.072,802.0,299.9,17967.93522
25.01,57.32,0.071,832.0,227.8,17845.50607
24.99,57.55,0.069,756.0,210.8,17857.16599
25.17,56.52,0.071,768.0,170.2,17793.03644
25.12,56.21,0.069,763.0,164.0,17927.12551
25.14,56.11,0.071,648.7,223.0,18043.7247
25.31,55.78,0.073,383.7,233.2,17857.16599
25.36,55.31,0.072,306.5,226.0,17874.65587
25.24,56.05,0.073,286.7,214.7,17997.08502
25.27,55.98,0.072,329.3,202.4,18084.53441
25.05,57.15,0.07,545.4,189.9,17804.69636
25.31,56.68,0.072,317.6,179.7,17711.417
25.74,55.44,0.08,399.2,171.5,17880.48583
26.34,54.01,0.078,509.7,153.8,18644.21053
26.91,52.01,0.083,601.0,158.1,19227.20648
27.53,42.5,0.077,552.5,126.0,19536.19433
27.51,41.5,0.08,437.4,115.7,19874.33198
27.39,44.04,0.081,431.3,132.2,20334.89879
27.06,44.24,0.083,417.8,214.1,20568.09717
27.1,43.74,0.081,380.5,323.6,20882.91498
26.88,45.9,0.081,337.1,331.8,21425.10121
26.5,47.24,0.078,308.6,312.7,22095.54656
26.36,47.2,0.077,277.5,282.4,22480.32389
26.28,47.04,0.077,247.2,252.5,22643.56275
26.25,47.3,0.076,216.1,220.9,22917.57085
26.12,47.67,0.077,186.2,190.5,23249.87854
25.93,49.2,0.076,156.4,160.1,24205.9919
25.55,50.4,0.08,128.2,130.9,25826.72065
25.27,51.57,0.077,106.7,108.8,26887.77328
25.08,52.27,0.075,84.2,85.1,26234.81781
24.84,52.54,0.076,61.27,60.8,25879.19028
24.65,53.6,0.078,39.34,37.76,26211.49798
24.42,54.17,0.077,23.86,21.88,26508.82591
24.27,54.67,0.078,12.68,10.92,27033.52227
24.08,55.24,0.078,6.203,5.366,27138.46154
23.89,55.87,0.078,2.322,1.96,27150.12146
23.7,56.34,0.079,0.6,0.534,27045.18219
23.57,57.41,0.078,0.161,0.122,26846.96356
23.49,57.94,0.08,0.084,0.085,26800.32389
23.39,58.31,0.077,0.08,0.063,26147.36842
23.35,58.24,0.076,0.055,0.067,25337.00405
23.3,58.34,0.076,0.073,0.119,25208.74494
23.31,58.31,0.08,0.102,0.078,25278.70445
23.27,58.41,0.078,0.099,0.096,25191.25506
23.13,58.54,0.078,0.084,0.056,25214.5749
23.17,58.87,0.079,0.066,0.089,25086.31579
23.23,58.77,0.078,0.091,0.093,25033.84615
22.95,59.41,0.079,0.084,0.082,24614.08907
22.95,60.04,0.079,0.077,0.096,24246.80162
22.79,60.41,0.08,0.048,0.1,23914.49393
22.74,60.41,0.082,0.073,0.063,23803.7247
22.62,60.64,0.077,0.08,0.096,23652.14575
22.68,60.44,0.08,0.073,0.082,23302.34818
22.65,60.44,0.08,0.095,0.089,22888.42105
22.56,60.37,0.079,0.095,0.089,22684.37247
22.53,60.17,0.08,0.073,0.07,22614.41296
22.44,60.11,0.077,0.069,0.085,22509.47368
22.36,60.14,0.079,0.055,0.13,22433.68421
22.29,60.21,0.079,0.102,0.104,22060.5668
22.14,60.71,0.078,0.066,0.141,21570.8502
21.98,61.01,0.076,0.04,0.104,21291.01215
22.03,60.81,0.076,0.091,0.093,21232.71255
22.04,60.51,0.076,0.073,0.111,21244.37247
22.14,60.11,0.078,0.069,0.115,20830.44534
22.17,59.47,0.078,0.08,0.111,20917.89474
22.09,59.54,0.081,0.095,0.111,21028.66397
22.2,59.11,0.079,0.059,0.078,21512.55061
21.96,59.77,0.078,0.066,0.119,21891.49798
21.44,61.87,0.077,0.08,0.104,22369.55466
20.77,64.21,0.077,0.044,0.13,22334.5749
20.7,64.08,0.08,0.073,0.107,22212.14575
20.68,63.84,0.082,0.073,0.133,21955.62753
20.48,64.91,0.079,0.077,0.148,21448.42105
20.54,65.04,0.075,0.059,0.145,20812.95547
20.86,64.41,0.079,0.055,0.093,20387.36842
21.26,62.84,0.08,0.055,0.074,19821.86235
21.27,61.51,0.078,0.069,0.085,18708.34008
21.15,61.54,0.078,0.037,0.119,17828.01619
21.01,61.64,0.079,0.084,0.037,17239.19028
20.58,63.78,0.076,0.073,0.089,16510.44534
20.43,63.98,0.08,0.059,0.1,15793.36032
20.15,64.74,0.078,0.084,0.085,15385.26316
19.84,65.78,0.077,0.08,0.093,15117.08502
19.51,67.21,0.078,0.059,0.085,14878.05668
19.21,68.45,0.077,0.048,0.096,14365.02024
19.0,69.48,0.077,0.069,0.115,13356.43725
18.96,69.89,0.077,0.055,0.089,11951.417
19.05,69.78,0.077,0.037,0.115,11205.18219
19.07,69.82,0.075,0.055,0.13,10826.23482
19.11,69.95,0.075,0.066,0.145,10499.75709
19.09,70.5,0.075,0.168,0.2,10225.74899
19.35,70.2,0.076,0.925,0.76,10074.17004
19.36,69.81,0.074,3.072,2.624,10050.8502
19.22,70.6,0.077,8.39,7.3,10237.40891
19.11,71.2,0.076,18.39,15.19,10202.42915
19.22,71.4,0.077,36.29,26.39,10190.76923
19.3,71.5,0.079,65.12,55.14,10254.89879
19.39,71.6,0.077,90.6,83.5,10272.38866
19.44,72.0,0.079,117.8,109.4,10225.74899
19.45,72.7,0.075,147.0,137.3,10289.87854
19.64,72.6,0.076,177.6,167.1,10237.40891
19.79,72.2,0.077,209.1,197.7,10575.54656
19.93,71.5,0.078,241.1,229.4,10622.18623
20.14,70.6,0.075,273.6,261.8,10785.4251
20.37,69.95,0.076,306.3,294.5,10902.02429
20.56,70.2,0.078,339.7,328.0,10989.47368
20.83,69.35,0.077,372.0,360.7,11385.91093
21.08,68.79,0.075,402.8,391.6,11549.1498
21.53,67.85,0.079,436.1,425.5,11875.62753
21.78,67.02,0.073,467.7,457.7,12120.48583
22.12,66.55,0.075,497.8,488.1,12312.87449
22.47,65.32,0.075,526.4,517.4,12691.82186
22.84,62.92,0.077,556.6,548.6,12878.38057
23.18,61.25,0.077,585.5,578.4,12820.08097
23.31,60.68,0.077,612.1,605.9,10884.53441
23.78,60.28,0.076,639.9,635.7,13204.8583
24.06,58.74,0.08,666.2,663.4,13426.39676
24.38,56.84,0.083,690.2,687.8,13805.34413
24.77,56.38,0.08,710.0,693.7,14026.88259
25.4,54.21,0.084,732.0,649.0,14219.27126
25.89,52.64,0.082,753.0,520.5,14621.53846
26.34,49.77,0.081,769.0,309.2,14778.94737
26.45,51.01,0.076,782.0,146.7,14959.67611
25.69,53.18,0.071,802.0,94.8,15210.36437
25.3,54.24,0.069,819.0,82.6,16376.35628
25.46,54.04,0.068,830.0,82.8,17070.12146
25.81,54.01,0.073,841.0,82.7,17157.57085
25.89,53.41,0.069,852.0,82.5,17361.61943
26.06,53.18,0.072,862.0,82.4,17402.42915
26.47,51.57,0.072,868.0,84.5,17997.08502
26.84,50.47,0.07,871.0,86.4,18440.16194
27.14,50.07,0.07,878.0,86.4,18411.01215
27.52,48.27,0.072,881.0,86.8,18632.55061
27.64,47.87,0.068,883.0,87.0,18883.23887
27.88,47.44,0.069,883.0,86.2,19407.93522
27.88,49.27,0.067,885.0,85.3,19582.83401
27.26,50.68,0.069,888.0,82.6,19635.30364
26.84,51.27,0.068,884.0,80.7,19594.49393
26.96,51.07,0.067,881.0,79.8,19786.88259
26.68,52.37,0.068,879.0,79.4,19979.27126
26.85,52.44,0.067,870.0,81.8,19786.88259
27.03,52.24,0.07,857.0,84.0,18411.01215
27.29,51.64,0.071,847.0,86.8,18498.46154
26.84,52.5,0.066,831.0,90.5,17099.27126
26.87,52.44,0.07,824.0,89.0,18026.23482
27.12,51.74,0.07,808.0,88.3,18282.75304
27.25,50.17,0.068,789.0,89.7,18154.49393
27.45,50.0,0.069,769.0,93.2,18061.21457
27.64,49.94,0.068,751.0,93.7,18166.15385
27.37,50.37,0.07,733.0,92.9,18195.30364
27.38,50.2,0.069,719.0,90.2,18306.07287
27.41,49.5,0.067,699.3,89.4,18224.45344
27.41,49.27,0.07,678.6,86.2,18335.22267
27.42,49.27,0.067,658.5,84.8,18492.63158
27.45,48.93,0.068,634.1,83.5,18469.31174
27.55,48.13,3.872,608.4,84.4,18597.57085
27.46,48.23,4.923,583.2,83.1,18411.01215
27.82,48.33,4.918,552.8,81.0,18480.97166
27.69,47.26,4.924,527.1,78.5,18603.40081
27.78,47.26,4.927,499.9,76.1,18644.21053
28.21,45.9,4.921,471.3,80.5,18976.51822
28.19,46.23,4.921,438.4,112.2,19198.05668
28.01,46.5,4.921,405.0,214.6,19466.23482
27.93,46.86,4.925,369.8,324.6,19617.81377
27.72,47.7,4.926,333.1,331.3,19926.80162
27.61,47.73,4.924,288.5,305.9,20515.62753
27.53,48.2,4.924,277.5,284.4,21022.83401
27.41,48.4,4.92,248.4,255.1,21302.67206
27.2,49.43,4.918,220.9,227.8,21751.57895
26.87,49.97,4.919,180.1,196.7,22462.83401
26.81,49.7,4.924,157.3,161.9,24013.60324
26.32,50.8,4.92,131.3,135.0,26013.27935
26.19,51.57,4.92,107.1,109.6,27873.03644
25.87,52.0,4.92,85.8,87.1,26998.54251
25.57,52.8,4.922,65.5,65.88,26339.75709
25.56,52.74,4.918,46.71,46.4,26456.35628
25.44,53.27,4.918,30.54,29.35,26852.79352
25.19,54.8,4.92,15.68,13.54,27062.67206
24.78,55.37,4.922,7.24,6.281,26794.49393
24.64,55.87,4.92,2.648,2.242,26561.29555
24.37,56.07,4.918,0.695,0.593,26572.95547
24.49,56.44,4.922,0.143,0.159,26572.95547
23.93,59.64,4.916,0.106,0.07,26228.98785
23.57,60.34,4.92,0.08,0.085,25867.53036
23.24,62.14,4.914,0.102,0.085,25500.24291
22.67,63.91,4.917,0.059,0.104,25360.32389
22.38,64.61,4.919,0.091,0.074,25249.55466
22.14,65.58,4.921,0.059,0.115,25546.88259
21.76,66.38,4.916,0.08,0.096,25371.98381
21.72,66.78,4.919,0.124,0.052,25232.06478
21.77,66.98,4.923,0.062,0.104,25156.2753
21.9,66.98,4.922,0.091,0.096,25103.80567
21.88,66.91,4.923,0.077,0.085,24963.88664
21.64,67.44,4.927,0.091,0.059,24689.87854
21.44,68.08,4.916,0.077,0.1,24211.82186
21.22,68.85,4.923,0.095,0.107,23972.79352
21.03,69.58,4.925,0.095,0.078,23879.51417
20.76,70.3,4.923,0.08,0.111,23506.39676
20.49,71.3,4.924,0.113,0.093,23098.2996
20.45,71.8,4.923,0.073,0.096,22713.52227
20.51,72.1,4.924,0.095,0.093,22311.25506
20.44,72.3,4.927,0.073,0.096,22118.8664
20.4,72.8,4.927,0.091,0.089,21990.60729
20.38,73.5,4.927,0.099,0.082,21908.98785
20.12,75.1,4.926,0.106,0.07,21693.27935
19.95,76.2,4.926,0.073,0.126,21605.82996
19.77,76.8,4.923,0.073,0.148,21471.74089
19.46,77.3,4.924,0.059,0.1,21576.68016
19.3,77.9,4.925,0.069,0.089,21576.68016
19.04,78.8,4.925,0.062,0.122,21646.63968
18.81,80.0,4.923,0.08,0.089,21856.51822
18.73,80.7,4.924,0.066,0.126,22340.40486
18.61,81.5,4.92,0.062,0.111,22946.72065
18.5,82.1,4.923,0.051,0.122,22981.7004
18.42,82.7,4.924,0.062,0.111,22585.26316
18.49,83.4,4.922,0.066,0.17,22182.99595
18.58,84.2,4.921,0.091,0.096,21943.96761
18.96,84.6,4.924,0.08,0.119,21623.31984
18.89,84.8,4.923,0.051,0.156,21040.32389
18.59,84.9,4.92,0.066,0.13,20503.96761
18.33,85.6,4.921,0.073,0.133,19262.18623
18.02,85.9,4.921,0.04,0.119,17979.59514
17.97,86.3,4.922,0.059,0.133,17262.51012
18.12,86.5,4.921,0.066,0.167,16784.45344
18.25,86.5,4.92,0.059,0.133,16119.83806
18.33,87.0,4.922,0.062,0.145,15717.57085
18.24,86.9,4.922,0.069,0.111,15466.88259
18.32,87.6,4.925,0.062,0.137,15391.09312
18.37,88.1,4.921,0.048,0.156,14883.88664
18.89,88.7,4.919,0.066,0.093,13484.69636
19.21,88.6,4.921,0.08,0.122,11992.22672
19.21,89.0,4.921,0.059,0.152,11257.65182
19.19,89.2,4.922,0.069,0.145,10744.61538
19.21,89.4,4.923,0.073,0.133,10593.03644
19.16,89.8,4.92,0.073,0.178,10406.47773
19.17,90.2,4.919,0.285,0.271,10254.89879
19.24,90.4,4.922,0.954,0.837,10155.78947
19.23,90.7,4.919,1.609,1.316,10126.63968
19.18,91.1,4.919,2.267,1.994,10050.8502
19.12,91.4,4.92,5.398,4.354,9992.550607
19.16,91.7,4.916,14.08,10.45,9986.720648
19.21,91.8,4.921,22.71,17.49,9998.380567
19.24,91.8,4.92,31.75,25.16,10091.65992
19.24,91.8,4.919,70.4,56.06,10202.42915
19.26,91.8,4.917,105.8,88.2,10400.64777
19.22,91.8,4.916,113.4,95.4,10511.417
19.33,91.9,4.922,156.6,133.1,10493.92713
19.31,91.4,4.917,107.0,84.9,10610.52632
19.42,90.9,4.924,97.0,77.6,10902.02429
19.52,90.8,4.927,94.0,75.0,11251.82186
19.61,90.6,4.921,161.7,134.4,11222.67206
19.63,90.3,4.924,241.8,202.5,11199.35223
19.79,90.0,4.92,322.5,281.6,11461.7004
20.16,89.0,4.92,421.7,379.2,13846.15385
20.55,87.8,4.92,546.0,508.4,12190.44534
20.78,85.5,4.92,546.8,519.0,12441.1336
21.14,83.5,4.925,561.5,532.5,12691.82186
21.55,80.3,4.926,473.7,433.1,13129.06883
21.52,77.8,4.924,634.3,559.9,13624.61538
21.75,76.8,4.919,723.0,628.9,13875.30364
22.07,75.5,4.918,708.0,652.8,14067.69231
22.11,75.1,4.923,621.6,538.5,14265.91093
22.17,74.7,4.922,759.0,690.9,14429.1498
22.41,74.6,4.92,778.0,679.0,14580.72874
22.5,72.3,4.926,771.0,580.0,14843.07692
22.79,72.4,4.927,795.0,416.1,15111.25506
23.03,69.68,4.92,818.0,243.6,15175.38462
23.4,66.88,4.915,847.0,193.5,15519.35223
23.67,62.61,4.926,832.0,152.3,15536.84211
23.84,62.41,4.923,834.0,115.1,15752.55061
24.3,59.14,4.923,846.0,107.5,16154.81781
24.54,58.81,4.925,856.0,101.4,16178.13765
24.78,59.51,4.924,864.0,98.9,16306.39676
24.47,60.27,4.928,873.0,97.9,16446.31579
24.48,60.57,4.927,880.0,97.8,16796.11336
24.41,61.51,4.924,887.0,94.4,17134.25101
24.5,60.27,4.927,891.0,91.6,17256.68016
24.39,59.04,4.926,893.0,90.1,17524.8583
24.54,59.84,4.92,896.0,90.1,17658.94737
24.9,59.44,4.925,894.0,88.2,17653.11741
25.0,59.14,4.92,895.0,88.5,17810.52632
25.04,59.07,4.924,892.0,89.0,17932.95547
25.04,59.77,4.925,887.0,87.5,18002.91498
24.94,59.64,4.924,882.0,85.9,17921.29555
25.29,58.37,4.924,875.0,86.9,17857.16599
25.04,59.77,4.921,867.0,87.5,18026.23482
24.96,60.24,4.92,860.0,90.6,18306.07287
24.95,59.94,4.923,853.0,92.0,18166.15385
25.35,58.27,4.917,841.0,89.8,17892.14575
25.53,55.7,4.92,824.0,87.0,17210.04049
25.84,53.57,4.92,807.0,88.2,17501.53846
25.9,55.1,4.919,798.0,94.9,17653.11741
25.73,54.74,4.924,779.0,126.6,17664.77733
25.47,56.2,4.918,701.0,171.9,17583.15789
25.53,55.77,4.921,494.3,189.5,17705.58704
25.34,56.2,4.923,672.8,206.8,17676.43725
25.46,57.17,4.924,603.6,183.1,17845.50607
25.05,58.84,4.915,428.7,200.0,17752.22672
24.71,60.24,4.916,337.2,227.4,17647.28745
24.33,62.04,4.919,318.2,228.9,17816.35628
24.04,63.81,4.916,481.7,259.6,17769.7166
23.88,64.61,4.919,318.2,221.4,17857.16599
23.93,64.34,4.926,380.0,245.5,18352.71255
24.11,64.51,4.92,333.2,228.5,18585.91093
24.12,64.21,4.923,248.6,195.2,18638.38057
24.03,64.78,4.921,330.6,228.0,18795.78947
23.96,66.18,4.923,323.3,240.0,18929.87854
23.97,66.41,4.92,287.2,234.8,19233.03644
23.82,65.98,4.923,202.4,162.1,19542.02429
23.96,65.84,4.919,174.6,143.9,20212.46964
24.1,64.78,4.923,148.8,120.1,20655.54656
24.27,63.34,4.923,125.1,100.4,21360.97166
24.28,62.34,4.922,110.3,88.1,22194.65587
23.94,63.91,4.92,87.4,71.2,23144.93927
23.39,64.58,4.924,72.2,57.64,24462.51012
23.12,67.81,4.922,67.33,54.8,26217.32794
22.87,68.95,4.92,63.51,53.5,27394.97976
22.76,70.8,4.926,76.4,61.76,26642.91498
22.59,72.3,4.922,77.4,68.43,26328.09717
22.5,72.7,4.919,62.25,60.5,26153.19838
22.32,73.6,4.924,44.03,41.2,26631.25506
22.11,74.2,4.922,24.13,20.74,26794.49393
22.04,74.4,4.917,10.27,9.0,26637.08502
22.02,74.6,4.923,3.862,3.339,26567.12551
21.78,76.3,4.92,0.911,0.723,26712.87449
21.5,77.4,4.925,0.187,0.174,26742.02429
21.22,78.7,4.918,0.055,0.119,26333.92713
21.01,79.7,4.92,0.08,0.089,25885.02024
20.91,80.2,4.922,0.048,0.107,25482.75304
20.91,80.4,4.921,0.069,0.1,25809.23077
20.9,80.4,4.926,0.091,0.119,25809.23077
20.78,80.6,4.923,0.084,0.107,25552.71255
20.66,80.9,4.922,0.073,0.107,25086.31579
20.56,81.2,4.923,0.055,0.133,24952.22672
20.57,81.4,4.924,0.062,0.163,25132.95547
20.32,81.5,4.919,0.077,0.119,25068.82591
20.17,81.9,4.924,0.084,0.126,24783.15789
20.14,81.9,4.923,0.08,0.115,24363.40081
20.06,82.2,4.922,0.059,0.115,24042.75304
20.36,81.5,4.92,0.055,0.104,23931.98381
20.59,81.2,4.924,0.073,0.115,23657.97571
20.6,80.6,4.927,0.059,0.111,23238.21862
20.21,80.7,4.925,0.077,0.137,22923.40081
20.29,81.4,4.924,0.08,0.089,22637.73279
20.34,81.8,4.918,0.069,0.122,22387.04453
20.32,82.9,4.919,0.055,0.104,22194.65587
20.21,83.8,4.92,0.059,0.152,22025.58704
19.79,84.6,4.918,0.088,0.078,21745.74899
19.01,85.4,4.92,0.051,0.122,21565.02024
19.01,86.8,4.923,0.055,0.178,21780.72874
19.69,86.9,4.916,0.051,0.148,21594.17004
19.86,86.7,4.917,0.069,0.111,21477.57085
19.82,87.0,4.917,0.062,0.111,21600.0
19.74,87.1,4.919,0.073,0.126,21582.51012
19.5,87.5,4.919,0.066,0.104,21885.66802
19.39,87.9,4.916,0.059,0.093,22439.51417
19.35,88.5,4.916,0.048,0.126,22870.93117
19.57,88.7,4.918,0.062,0.159,22661.05263
19.48,88.7,4.919,0.055,0.137,22497.81377
19.27,88.8,4.916,0.055,0.159,22083.88664
19.08,88.8,4.917,0.069,0.126,21804.04858
18.97,88.8,4.92,0.055,0.145,21419.27126
18.88,88.9,4.922,0.066,0.096,20807.12551
18.83,88.9,4.919,0.077,0.141,20025.91093
18.7,88.8,4.921,0.073,0.119,18749.1498
18.56,88.8,4.92,0.08,0.096,17886.31579
18.45,89.0,4.92,0.069,0.141,17204.21053
18.53,89.1,4.919,0.073,0.107,16627.04453
18.69,89.2,4.919,0.033,0.141,16090.68826
18.75,89.0,4.917,0.069,0.126,15828.34008
18.59,88.8,4.916,0.048,0.122,15630.12146
18.38,88.8,4.916,0.066,0.137,15379.4332
18.25,89.0,4.918,0.08,0.111,14738.13765
18.37,89.2,4.916,0.066,0.107,13496.35628
18.52,89.1,4.916,0.048,0.148,12068.01619
18.58,89.1,4.917,0.055,0.115,11683.23887
18.56,89.0,4.918,0.048,0.145,11426.72065
18.53,89.1,4.917,0.051,0.156,11234.33198
18.46,89.1,4.917,0.106,0.178,10878.70445
18.36,89.1,4.916,0.461,0.319,10657.16599
18.29,89.2,4.92,1.247,1.008,10488.09717
18.06,89.5,4.917,3.533,2.798,10546.39676
18.16,89.4,4.918,8.39,6.967,10587.20648
18.16,89.4,4.918,16.03,12.86,10476.43725
18.22,89.6,4.917,36.77,30.95,10499.75709
18.35,89.5,4.918,49.68,41.97,10324.8583
18.48,89.5,4.915,75.4,63.37,10342.34818
18.41,89.5,4.918,84.6,68.78,10493.92713
17.8,89.0,4.917,69.37,56.03,10511.417
17.83,89.1,4.92,89.4,72.0,10645.50607
17.84,88.7,4.917,104.5,84.5,10738.78543
18.12,88.6,4.918,110.4,93.2,10948.66397
18.37,88.2,4.917,94.9,77.2,11176.03239
18.56,88.0,4.919,223.3,195.2,11315.95142
18.82,87.7,4.919,336.2,306.8,11350.93117
19.38,88.0,4.917,390.1,354.0,11485.02024
19.65,86.6,4.92,426.8,388.1,11712.38866
19.79,85.6,4.922,431.3,391.3,11887.28745
20.18,85.0,4.918,448.1,404.4,12149.63563
20.42,83.2,4.925,491.2,436.9,12481.94332
20.65,81.8,4.92,566.1,525.5,12598.54251
20.64,79.9,4.92,473.3,428.4,12820.08097
20.9,78.6,4.918,601.9,555.9,13286.47773
21.26,76.7,4.918,637.7,611.2,13647.93522
21.44,74.5,4.923,663.9,642.9,13805.34413
21.83,74.2,4.919,682.5,663.4,13933.60324
22.03,72.2,4.92,703.0,677.4,13939.4332
22.14,71.0,4.923,722.0,670.8,14347.53036
22.33,69.98,4.928,748.0,625.2,14656.51822
22.78,67.91,4.924,770.0,447.4,14767.28745
23.29,65.91,4.919,787.0,214.2,15111.25506
23.73,63.28,4.924,804.0,116.1,15379.4332
23.94,62.07,4.928,817.0,91.3,15391.09312
24.26,60.61,4.919,830.0,86.3,15618.46154
24.42,60.71,4.923,846.0,84.3,15863.31984
24.77,58.61,4.922,854.0,83.5,15845.82996
24.92,57.84,4.921,866.0,84.9,16026.5587
25.31,57.41,4.923,866.0,88.2,16265.58704
25.54,56.51,4.925,873.0,89.0,16370.52632
25.42,56.31,4.927,888.0,81.2,15315.30364
25.52,54.47,4.924,890.0,75.6,15420.24291
25.63,52.6,4.924,896.0,72.6,16772.79352
26.16,50.84,4.923,893.0,72.7,17105.10121
25.95,49.94,4.92,897.0,69.87,17285.82996
26.1,47.77,4.918,897.0,67.35,17314.97976
26.43,47.37,4.919,889.0,69.99,17355.78947
26.09,48.7,4.915,887.0,69.36,17449.06883
25.77,50.91,4.92,882.0,69.58,17501.53846
25.49,52.7,4.919,875.0,67.99,17571.49798
25.23,53.8,4.917,869.0,67.05,17571.49798
25.05,56.71,4.923,860.0,65.43,17542.34818
24.92,56.94,4.924,850.0,63.99,17489.87854
25.05,56.77,4.919,835.0,62.85,17454.89879
25.3,55.67,4.921,823.0,61.63,17658.94737
25.39,53.77,4.924,809.0,61.15,17682.26721
25.1,54.27,4.921,792.0,60.81,17810.52632
24.69,58.57,4.92,774.0,62.8,17897.97571
24.45,59.67,4.915,755.0,62.11,17897.97571
24.61,58.61,4.917,735.0,60.79,17950.44534
24.75,57.91,4.92,717.0,58.86,17909.63563
24.57,59.54,4.926,696.4,58.16,18253.60324
24.37,59.21,4.924,671.5,57.55,18329.39271
24.31,59.81,4.919,648.1,56.86,18189.47368
24.26,59.17,4.923,621.9,58.12,18166.15385
24.24,59.67,4.921,587.4,62.35,18422.67206
24.13,58.27,4.923,546.4,59.72,18720.0
23.91,58.81,4.925,534.8,59.71,18696.68016
24.09,59.17,4.921,510.5,62.94,18784.12955
24.0,61.07,4.92,480.2,85.5,18813.27935
23.87,62.11,4.919,451.6,164.0,19017.32794
23.85,63.11,4.916,422.6,300.3,19279.67611
23.68,64.81,4.922,395.5,387.7,19775.22267
23.14,67.55,4.919,363.7,372.4,20060.89069
22.84,68.95,4.92,340.4,333.9,20439.83806
22.85,69.01,4.921,286.1,289.0,21221.05263
22.46,69.95,4.918,222.4,224.1,21774.89879
22.28,70.2,4.92,156.3,167.2,22690.20243
22.12,72.1,4.924,116.1,113.2,23518.05668
22.04,72.6,4.92,87.1,83.7,24544.12955
21.84,73.8,4.923,74.3,72.3,25960.80972
21.69,75.5,4.915,101.4,102.9,27237.57085
21.66,76.0,4.916,71.0,70.6,26421.37652
21.62,76.2,4.923,53.92,52.43,26561.29555
21.59,76.3,4.921,41.94,40.77,26718.70445
21.48,77.2,4.919,31.56,30.5,27208.42105
21.41,77.5,4.92,16.54,14.69,27272.55061
21.32,77.7,4.055,7.58,6.433,27284.21053
21.28,78.1,0.071,2.911,2.479,27220.08097
21.17,79.2,0.072,0.794,0.689,27185.10121
21.02,80.4,0.068,0.187,0.122,27033.52227
20.84,81.3,0.07,0.08,0.107,26806.15385
20.78,81.5,0.067,0.08,0.085,26549.63563
20.79,81.6,0.067,0.099,0.052,26001.61943
20.71,82.0,0.067,0.117,0.067,25989.95951
20.63,82.5,0.071,0.08,0.07,26030.76923
20.56,83.0,0.069,0.066,0.07,25989.95951
20.51,83.4,0.071,0.088,0.078,26030.76923
20.32,83.8,0.068,0.055,0.126,25745.10121
19.74,84.9,0.074,0.062,0.082,25546.88259
20.13,85.6,0.071,0.077,0.107,25313.68421
20.16,85.3,0.071,0.066,0.122,25150.44534
20.24,85.1,0.07,0.069,0.111,24853.11741
20.36,84.7,0.072,0.048,0.159,24433.36032
20.29,84.3,0.073,0.077,0.137,24223.48178
