Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone3
21.54,48.82,4.914,4.033,3.398,16954.64435
21.29,62.36,0.09,0.892,0.715,19976.17021
25.37,34.42,4.918,497.9,68.8,13714.28571
29.36,41.38,4.921,583.8,146.5,12891.42857
15.62,81.3,0.084,0.077,0.122,12407.05167
10.18,54.75,4.919,0.062,0.111,25737.64824
10.38,83.1,4.914,0.055,0.145,10258.01005
14.64,64.2,0.079,0.051,0.089,16971.63636
16.57,51.57,0.075,20.65,18.94,25949.03226
24.54,89.0,4.917,0.073,0.111,18315.23511
13.68,72.2,0.087,0.073,0.145,12526.26506
25.36,85.7,4.918,9.69,7.92,40326.01881
10.14,83.7,4.913,130.4,105.3,12087.31658
7.13,76.1,4.912,0.073,0.096,15230.71357
21.28,53.14,0.08,715.0,655.7,12607.22892
26.37,36.92,4.919,810.0,44.51,17209.10769
19.08,86.1,0.067,0.062,0.141,24719.02834
9.92,80.9,0.09,301.3,305.4,14301.68675
26.82,34.59,4.919,592.3,632.6,17425.74899
21.49,58.04,0.082,430.1,456.3,16112.90323
16.67,71.3,0.085,0.04,0.093,26466.90909
20.66,73.1,0.069,885.0,219.5,17361.61943
19.0,57.94,0.072,706.0,129.7,16890.96774
17.43,62.62,0.081,75.3,86.6,14186.79472
18.82,87.6,0.069,0.051,0.1,17215.87045
25.37,85.8,4.923,0.084,0.107,39621.81818
21.7,69.65,0.071,473.8,520.4,11259.75904
17.16,53.77,0.085,53.88,50.87,24828.3871
9.45,84.6,0.087,0.062,0.096,11572.25806
22.06,69.32,0.334,0.084,0.122,14314.68846
17.35,61.46,0.078,0.029,0.145,27159.27273
20.63,61.17,4.923,0.066,0.122,27630.27692
12.08,87.9,4.912,18.1,9.77,8742.12766
21.35,43.18,0.081,287.9,269.0,18426.18182
30.75,38.81,4.924,803.0,41.55,16684.13793
32.34,41.38,4.908,429.9,236.9,27138.80878
31.54,14.0,4.925,532.5,87.9,13208.58018
19.51,86.6,0.071,0.04,0.17,22656.0
11.91,65.42,0.082,0.051,0.089,8695.318127
12.39,85.7,0.076,81.1,77.0,14190.96774
24.92,28.09,4.922,522.5,553.2,15560.16194
17.03,47.5,0.086,481.5,60.41,9761.344538
19.3,74.4,0.07,0.059,0.119,16685.34413
10.47,83.1,0.084,0.055,0.134,23901.68675
18.49,60.05,0.081,162.6,187.9,9772.869148
11.82,50.47,0.077,0.055,0.126,9415.606242
10.63,81.7,0.076,0.055,0.208,21106.49246
17.73,75.6,0.072,490.3,409.8,19904.0
19.55,60.07,0.086,513.7,293.5,17698.90909
24.65,67.17,4.925,0.088,0.063,32309.16923
17.12,35.18,0.082,457.6,166.5,16486.91457
24.82,64.67,4.911,0.11,0.13,30996.8652
12.02,89.4,0.076,0.271,0.408,11113.54839
18.13,74.2,0.075,437.3,362.0,19607.27273
29.27,57.63,4.91,817.0,97.6,29613.38912
23.25,62.03,4.905,456.5,40.13,24805.35565
34.99,13.54,4.904,790.0,130.2,27722.63323
13.28,55.91,0.081,25.28,28.81,24429.34673
12.67,75.8,0.083,307.1,296.4,13352.72727
15.13,66.39,0.083,0.044,0.141,13696.64322
18.11,68.9,4.918,584.4,283.6,15860.36364
18.39,93.6,0.066,0.077,0.119,12045.22796
11.02,59.05,0.08,0.033,0.122,13023.87097
12.04,79.0,0.087,112.1,105.4,14684.51613
21.75,77.8,0.068,124.8,99.8,20015.26154
15.91,83.8,0.081,0.051,0.108,10996.36364
22.97,51.35,4.906,472.8,68.63,22323.76176
23.78,56.15,4.923,0.088,0.089,17151.61094
28.58,59.74,4.918,871.0,100.0,26395.98326
15.07,63.04,0.081,708.0,292.3,10763.98559
23.92,89.6,4.91,0.318,0.337,15360.0
18.94,75.5,0.288,4.343,3.256,10490.37794
13.14,83.7,0.078,162.2,153.5,13680.0
13.71,82.7,0.077,0.048,0.089,11849.63855
16.82,66.47,0.079,0.048,0.096,15458.90909
15.36,81.4,0.083,0.04,0.133,9929.638554
14.58,62.12,4.918,0.059,0.152,12394.71789
16.05,33.37,4.923,534.0,35.84,10623.61446
22.26,53.55,0.081,903.0,173.0,16955.07692
9.7,88.5,0.073,0.073,0.171,10776.77419
22.05,59.72,4.911,26.86,23.88,19093.55649
27.13,30.79,0.077,521.0,354.6,16417.16599
24.04,48.86,0.081,159.2,192.1,20932.25806
15.51,90.0,4.922,0.037,0.133,15816.68016
37.52,20.48,0.074,838.0,95.6,30703.93305
16.52,81.8,0.071,48.2,39.81,15546.18182
9.19,47.35,0.086,486.3,518.0,15716.98492
13.51,83.5,0.081,0.059,0.148,14267.46699
22.42,57.84,0.072,110.4,22.59,15105.54217
19.91,72.3,0.071,210.7,200.5,11392.77108
18.49,91.6,0.077,0.091,0.119,18645.59271
16.01,70.9,0.075,0.026,0.137,12279.47179
10.11,76.6,0.08,0.033,0.159,14555.58223
13.29,71.9,0.081,0.055,0.1,24261.46734
16.48,68.09,0.072,186.4,187.8,10268.42737
12.65,82.1,0.075,0.066,0.122,16088.35534
9.55,75.2,4.921,0.073,0.085,13272.28916
19.79,84.6,4.918,0.088,0.078,21745.74899
17.7,89.8,4.914,0.04,0.141,11496.65653
23.09,70.4,4.922,0.069,0.115,23298.80878
9.53,85.0,4.916,0.081,0.141,25511.8794
20.89,60.79,0.069,677.8,81.1,17454.89879
19.05,65.62,4.919,481.3,67.82,11924.81928
22.26,89.2,0.31,0.095,0.133,14073.46272
19.53,70.1,0.079,0.08,0.115,21885.66802
20.26,70.4,0.275,44.79,26.39,10708.06946
15.88,86.6,4.914,0.055,0.148,8251.914894
26.1,44.09,0.082,376.4,184.9,14484.62006
26.84,52.5,0.066,831.0,90.5,17099.27126
20.53,76.8,4.916,282.3,238.6,12074.40729
15.12,82.4,0.073,0.026,0.082,25440.0
26.29,64.49,4.907,72.4,57.28,19898.18182
23.1,82.4,4.915,0.044,0.107,20068.8049
28.65,39.41,4.91,87.8,99.3,44796.65272
26.19,42.95,4.924,728.0,47.58,24358.11912
20.2,59.79,4.929,0.073,0.078,24404.98468
9.73,90.6,0.085,4.322,4.069,10579.35484
12.32,74.6,0.084,149.6,37.61,8412.965186
20.36,90.2,4.917,0.051,0.115,19247.26154
27.29,72.1,4.904,184.2,144.5,28493.04075
11.68,59.35,4.918,0.033,0.159,12971.6129
16.61,91.8,0.077,162.7,146.4,11759.02834
21.09,83.6,0.066,0.194,0.148,29272.61538
35.22,24.15,4.923,835.0,56.42,30752.13389
16.39,79.1,0.073,187.9,170.3,18333.09091
4.062,76.8,1.324,0.11,0.104,10883.85542
26.58,50.98,4.919,648.0,208.4,12850.57751
24.22,75.0,4.923,0.095,0.093,31913.35385
19.36,76.1,0.363,94.4,37.7,11196.40449
22.49,79.3,4.919,0.084,0.107,29124.92308
11.72,82.9,4.918,0.081,0.104,13534.55276
19.81,76.2,0.128,0.073,0.104,14630.51672
27.44,52.87,0.073,886.0,68.48,18390.64615
20.51,79.2,0.073,75.5,58.41,23092.46964
10.14,79.5,0.083,60.89,61.77,14339.21608
24.33,53.85,4.921,0.124,0.052,19754.40729
22.08,64.8,4.908,0.088,0.104,24401.67364
10.57,69.96,0.082,0.077,0.13,17384.09639
24.15,61.27,0.074,130.6,115.4,23808.0
8.46,87.4,0.075,0.033,0.163,13958.70968
15.08,61.35,4.92,2.719,2.726,25723.37349
10.8,53.06,0.085,157.0,146.2,15855.9196
24.07,59.11,4.908,0.128,0.13,39633.8558
26.28,58.79,4.929,0.091,0.115,39060.75314
14.93,86.7,0.072,0.048,0.167,10374.93976
19.09,63.15,4.917,0.084,0.093,11543.34347
11.45,87.7,0.081,0.055,0.115,8925.810324
26.65,77.1,4.905,0.058,0.163,26928.15047
25.3,42.75,0.317,673.3,38.57,14367.64045
22.54,69.41,4.918,542.4,208.0,12587.96353
30.13,26.31,4.903,0.099,0.111,37186.94561
25.27,49.09,4.908,405.5,319.8,24998.159
15.86,80.7,0.083,331.9,64.25,14995.66265
27.9,65.93,4.907,863.0,92.1,27149.12134
17.44,69.46,4.923,0.062,0.122,13948.91566
13.51,60.63,0.087,490.3,529.0,18448.19277
27.72,56.29,4.905,0.117,0.052,27626.33229
15.77,66.04,0.08,114.3,133.6,23664.57831
28.47,66.7,4.909,810.0,162.6,27626.33229
31.19,35.85,4.921,0.099,0.063,35457.74059
20.48,71.9,0.071,148.7,164.3,19338.79518
20.62,82.1,4.918,0.066,0.13,16943.26154
17.37,83.9,4.915,0.048,0.144,12561.38917
13.7,87.6,4.918,0.037,0.137,16892.53012
21.98,67.49,0.284,0.051,0.119,21286.70072
25.48,86.3,4.916,0.051,0.122,25076.48536
20.3,84.5,0.07,0.044,0.119,25095.87692
22.14,49.29,4.922,416.0,107.8,15061.8999
18.57,50.3,0.086,419.7,456.4,17141.20482
24.93,86.9,4.919,0.113,0.111,19585.20376
10.08,68.16,0.082,1.968,1.89,7315.662651
23.42,60.52,4.912,554.0,36.58,21222.31975
19.28,68.78,0.073,0.077,0.096,10525.3012
8.58,87.8,0.084,0.073,0.141,16116.42211
11.66,82.1,0.079,0.059,0.1,13743.09724
27.8,48.9,4.918,860.0,98.9,23134.52308
15.31,70.7,4.919,136.6,139.2,16695.90361
17.35,80.7,0.082,19.98,17.37,22795.63636
27.27,71.7,4.923,538.3,111.5,26522.51046
17.22,61.28,0.081,63.16,63.67,9582.713085
12.81,63.62,4.919,0.029,0.13,14864.51613
20.99,77.1,4.927,19.14,16.55,18604.74164
21.82,64.84,0.069,544.4,593.3,11450.60241
12.65,85.9,0.074,0.037,0.104,13607.71084
25.17,82.1,4.912,7.39,5.75,18298.24268
15.37,76.6,0.071,0.07,0.078,25803.87097
19.36,70.6,4.92,16.5,13.26,9459.93921
11.58,84.6,4.921,0.52,0.616,10779.01508
17.95,68.22,0.079,30.62,23.77,11106.46154
24.58,53.45,4.907,0.08,0.107,26263.43096
4.54,86.6,2.442,22.43,13.17,7490.996399
14.13,82.7,0.08,0.077,0.1,9582.713085
21.91,66.09,4.916,0.095,0.093,15173.25228
21.92,57.62,0.07,415.9,449.1,16901.05263
12.95,84.5,0.084,0.033,0.204,15224.51613
15.48,75.7,0.08,1.737,1.494,10330.68826
18.64,66.11,4.922,0.048,0.074,18015.31915
20.2,53.96,4.905,0.077,0.07,17707.33542
20.2,87.7,0.077,0.044,0.189,24611.44615
22.48,59.3,4.924,620.1,58.41,13895.19757
12.39,76.1,0.083,0.059,0.1,12352.77108
22.78,38.37,4.925,829.0,46.89,16061.53846
19.45,86.7,0.067,130.6,122.0,11880.36923
19.68,85.6,4.914,444.5,69.51,11309.90881
21.6,86.8,4.909,0.048,0.159,29597.53846
16.06,49.73,0.086,0.073,0.1,15587.03481
16.1,82.8,4.92,0.069,0.141,12561.38917
17.78,70.1,0.075,808.0,240.1,16525.16129
14.8,90.2,0.074,0.048,0.119,14510.54545
21.46,84.2,0.072,0.077,0.152,27949.29231
19.94,81.2,4.917,0.048,0.107,12348.69301
19.98,86.7,0.067,0.044,0.204,18585.6
27.0,35.15,4.922,541.3,114.1,12749.66292
25.52,79.7,4.903,0.11,0.093,38163.01255
15.06,61.95,0.077,0.044,0.115,16336.13445
21.4,71.8,4.922,192.1,164.5,13154.04255
20.97,93.6,4.915,11.9,10.02,10078.52911
14.41,79.3,0.078,0.055,0.148,15313.73494
9.26,88.8,0.083,0.055,0.141,10412.48499
14.63,73.2,0.074,0.04,0.163,8937.334934
18.87,64.25,0.082,57.07,64.95,23771.6129
18.32,89.5,4.916,0.062,0.1,9866.721144
19.4,42.66,0.088,614.6,177.5,17111.6129
28.22,64.17,4.911,537.2,100.2,28607.19665
16.7,84.2,0.073,369.3,334.9,18600.72727
21.89,82.9,4.926,0.099,0.107,21269.05005
11.44,80.7,0.085,0.07,0.189,13777.68844
6.684,89.9,0.072,0.062,0.141,14321.84925
20.74,85.1,0.068,0.048,0.152,15779.44615
18.95,65.27,4.918,605.9,80.3,16517.81818
19.98,80.0,0.067,0.055,0.107,12028.91566
15.99,86.4,0.07,0.029,0.193,25495.27273
16.9,79.6,0.08,0.066,0.096,13902.6506
8.03,57.2,0.093,0.059,0.104,14454.99497
21.38,72.7,4.927,604.5,620.7,17204.21053
19.96,52.54,0.081,787.0,63.68,16722.58065
15.86,74.1,0.074,52.93,52.6,10176.23049
16.57,64.85,0.078,163.0,165.7,9265.786315
8.05,89.3,0.072,0.066,0.148,19184.56281
20.59,46.3,0.087,369.1,253.8,19409.45455
30.67,29.88,4.923,99.4,98.4,18233.13585
16.53,68.79,0.073,192.9,197.7,19718.70968
22.84,44.21,4.923,0.102,0.111,14397.05822
18.67,85.6,4.914,312.2,294.4,12592.71255
13.94,65.77,0.077,0.066,0.115,14958.63317
21.32,59.45,0.08,0.849,0.89,26526.31579
8.42,87.8,0.082,0.044,0.115,15763.29648
20.63,71.1,0.075,283.4,246.6,18453.9759
17.69,80.7,4.922,0.066,0.107,17367.53799
17.17,55.19,0.083,712.0,128.4,17088.3871
21.94,57.3,0.088,498.5,109.9,12734.45783
13.78,69.85,0.071,28.69,28.66,20145.52764
24.95,49.68,4.919,773.0,60.22,24767.39812
16.57,92.8,0.076,97.9,83.9,16628.36364
16.79,65.79,4.919,153.4,137.2,15174.93976
14.54,87.3,0.083,316.1,147.9,11444.81928
25.45,43.79,4.916,415.9,395.1,24690.87866
32.83,33.05,4.908,761.0,95.1,32143.93305
17.6,47.1,0.084,293.1,332.4,16909.50754
23.57,55.95,0.36,0.11,0.085,20109.98979
12.07,87.5,0.087,401.7,374.9,14069.03226
15.33,84.1,0.071,3.758,3.422,27211.63636
18.69,88.9,4.916,0.091,0.148,12949.70378
27.4,70.4,4.926,5.792,4.902,36253.05439
12.31,86.3,4.917,0.029,0.145,10594.6988
22.1,81.6,0.065,191.3,151.8,19873.47692
25.18,92.4,4.913,0.091,0.096,18435.61129
33.71,38.65,0.067,779.0,99.7,24353.4728
15.89,58.34,0.081,0.245,0.211,9615.483871
18.32,70.9,0.191,25.43,19.17,10678.65169
18.95,63.79,0.084,284.7,53.62,9185.114046
10.26,89.3,0.09,0.037,0.104,13494.19355
18.13,66.8,0.072,0.077,0.137,25704.2915
17.96,70.6,4.924,0.088,0.104,26275.62753
22.94,86.7,0.271,172.4,130.0,15956.2002
13.51,75.9,0.078,113.6,102.6,12311.27273
27.52,45.13,4.921,0.841,0.7,36271.12971
28.17,43.79,4.907,554.7,32.5,24937.90795
27.89,29.51,4.924,764.0,51.13,16191.54239
11.84,83.4,4.914,0.048,0.145,10344.84422
6.087,75.2,0.085,98.3,26.97,13173.9759
20.07,61.44,0.084,0.084,0.082,17973.9759
24.0,58.92,0.069,759.0,59.35,18059.81538
32.07,16.91,4.904,10.3,8.22,38135.17241
13.55,59.93,0.086,499.4,37.36,9991.836735
18.4,59.18,0.069,676.9,127.7,16815.48387
11.79,52.19,0.077,0.113,0.178,11068.91566
18.18,84.5,0.069,0.128,0.126,7408.192771
24.82,54.02,4.912,57.46,45.57,19555.98784
19.91,87.4,0.075,0.04,0.133,21031.38462
22.96,38.28,0.088,839.0,115.2,18205.09091
35.21,21.41,4.904,561.8,194.9,26416.55172
20.79,72.0,4.914,0.059,0.133,24510.12552
25.71,40.55,4.917,459.2,191.5,13200.72948
13.37,82.9,0.074,0.048,0.074,16330.37215
20.9,80.9,4.919,0.091,0.107,18969.6
30.74,39.91,4.906,0.095,0.13,44646.0251
13.2,58.64,0.085,0.081,0.137,22935.79899
11.75,50.03,0.076,0.055,0.126,9404.081633
19.41,89.3,4.916,4.096,3.213,16051.2
24.34,61.72,4.921,0.077,0.067,16807.29483
18.09,73.9,1.626,224.5,175.9,11344.92401
18.68,57.66,0.082,0.07,0.096,24617.35385
23.25,76.3,4.925,180.2,171.3,25491.69231
16.15,69.99,0.073,21.91,19.92,26478.54545
21.52,44.14,0.083,647.9,617.0,14196.18462
18.27,68.85,0.07,0.059,0.13,11942.16867
30.7,45.53,4.932,687.6,85.2,27546.77824
18.75,64.06,0.081,0.048,0.104,26041.10769
21.76,54.58,4.918,0.091,0.081,23256.67712
20.76,72.2,4.919,0.084,0.1,20129.87448
19.88,50.35,0.077,413.4,40.38,10398.07229
15.53,70.6,0.07,0.033,0.137,18286.54545
12.28,70.8,0.083,0.033,0.13,25318.55422
21.9,72.5,0.105,47.02,23.75,19100.79027
19.24,91.8,4.919,70.4,56.06,10202.42915
19.28,81.1,4.91,0.084,0.111,13807.14734
19.15,76.9,4.918,653.5,641.7,15840.0
16.4,76.6,0.07,0.059,0.133,12445.3012
13.96,87.4,0.082,0.04,0.115,7974.939759
21.64,80.6,0.071,36.47,34.28,29225.35385
19.34,71.7,4.917,167.5,181.4,18870.36145
22.6,73.9,4.911,147.5,120.4,17984.20063
18.86,81.8,0.102,0.066,0.144,16538.84498
17.94,74.6,0.069,0.051,0.137,11710.84337
21.06,64.7,4.919,89.7,73.3,14823.1003
10.96,86.9,0.075,0.033,0.122,24660.0
11.69,83.3,0.081,0.037,0.111,15744.0
23.3,63.66,0.082,164.8,136.5,13229.90881
13.72,60.25,0.083,0.055,0.1,14272.25806
36.73,18.28,4.917,745.0,68.13,27763.68201
14.61,86.5,0.08,0.055,0.13,13960.48193
12.77,84.6,0.084,65.4,60.55,12954.19355
15.08,87.2,0.074,0.04,0.167,7171.084337
21.98,79.1,0.071,303.9,234.0,18567.87692
20.12,70.8,4.917,0.102,0.089,12395.37994
22.46,60.56,4.927,880.0,61.48,17554.0081
26.77,85.1,4.907,0.088,0.104,36046.64577
15.1,86.9,0.074,0.044,0.104,15104.0
20.38,84.6,4.913,0.073,0.104,12120.12257
29.2,69.26,4.908,808.0,172.3,28198.11912
19.39,84.9,4.919,0.08,0.115,17595.13678
6.898,79.4,0.085,0.066,0.111,13908.43373
8.01,78.5,4.915,0.044,0.096,10479.03614
17.15,35.45,0.086,570.5,102.4,16758.99497
16.46,72.0,0.072,140.5,140.5,15406.26506
9.49,85.4,0.085,0.077,0.174,13694.45783
21.63,66.74,0.08,0.077,0.111,23937.96923
21.3,52.33,4.906,0.095,0.056,19157.86834
22.27,67.66,4.905,0.066,0.104,22750.79498
25.49,73.5,4.91,268.7,132.8,21390.84639
23.81,66.62,4.925,679.4,136.0,13826.35342
13.62,76.7,0.077,0.362,0.419,25867.95181
15.37,65.01,0.084,509.1,50.74,17042.89157
16.29,82.6,0.072,329.2,294.1,18554.18182
18.24,59.95,0.086,513.6,102.4,16506.18182
26.61,55.94,4.928,884.0,106.1,22212.92308
21.54,81.6,4.918,0.084,0.159,19241.35385
32.28,35.41,4.908,772.0,36.52,31830.62762
5.202,85.0,4.915,0.055,0.133,9281.927711
19.78,61.78,0.08,0.073,0.126,25302.02429
10.03,74.9,4.923,0.048,0.13,14070.36145
11.96,80.0,0.073,0.066,0.078,13937.3494
6.235,84.0,0.082,0.077,0.174,9859.303721
20.42,68.02,0.286,20.56,17.89,10743.37079
35.03,34.75,4.908,809.0,63.79,33107.94979
24.02,46.88,4.907,0.113,0.1,35108.28452
13.49,82.5,0.074,0.033,0.122,16313.08523
12.1,70.8,4.914,0.04,0.145,14561.92771
12.99,84.7,0.082,0.022,0.171,15781.93548
14.76,59.95,0.081,0.088,0.089,9565.42617
23.88,65.63,4.921,658.3,50.61,13802.8192
20.0,88.5,0.282,30.87,21.29,8730.455927
10.55,48.71,0.085,0.07,0.059,13852.94472
9.79,71.6,0.086,0.051,0.145,11541.89676
12.92,83.5,0.081,0.022,0.174,13201.44058
24.01,74.1,0.063,0.084,0.1,31532.53918
18.58,80.0,4.921,0.088,0.07,16250.37794
25.29,82.0,4.922,0.102,0.104,35614.39331
12.77,74.9,0.087,113.9,107.8,12240.0
15.54,57.61,0.08,95.4,94.7,13974.51256
8.68,83.1,0.083,0.834,0.849,11838.07229
28.69,49.72,4.909,766.0,38.98,27613.05439
21.5,77.4,4.925,0.187,0.174,26742.02429
15.84,81.0,0.085,0.037,0.133,10166.74699
17.44,76.8,0.077,281.8,244.7,20805.81818
14.67,81.9,0.071,0.07,0.137,11362.90909
9.67,75.3,0.079,1.959,1.974,24730.37186
19.83,78.5,0.068,0.095,0.074,17488.19277
7.95,70.2,0.082,0.062,0.085,16589.67587
16.4,87.1,4.912,0.055,0.122,11164.01216
35.97,21.31,4.921,849.0,70.7,28251.71548
26.48,71.5,4.923,852.0,259.9,25980.25105
26.16,50.84,4.923,893.0,72.7,17105.10121
26.89,52.92,4.909,0.113,0.063,31345.95611
15.95,79.4,0.081,1.74,1.493,9874.285714
16.27,74.8,0.074,0.062,0.093,16082.59304
9.41,85.7,0.082,0.033,0.074,9536.614646
9.18,64.56,4.913,0.07,0.108,10074.21687
14.48,81.5,0.072,0.007,0.171,15317.41935
23.05,88.8,4.92,0.135,0.111,12513.10345
8.62,83.6,0.087,5.538,5.259,12144.57831
24.5,93.4,4.923,121.5,86.6,20572.2884
7.07,76.5,4.914,0.059,0.119,12035.21608
17.99,72.8,0.079,0.062,0.152,15758.38057
27.3,41.55,4.921,347.1,170.2,12576.29179
22.03,86.3,4.915,0.059,0.152,16238.61083
28.0,70.2,4.917,246.0,191.8,31077.48954
30.26,51.33,4.911,484.4,82.7,27233.4728
23.6,59.88,4.902,0.106,0.074,30948.71473
10.03,76.6,0.086,0.07,0.119,13954.6988
20.25,60.15,0.073,0.077,0.156,20958.70445
17.9,62.37,4.922,0.08,0.104,25234.83871
18.08,80.5,0.087,0.059,0.119,11823.46505
21.41,52.2,4.919,637.4,636.7,15595.1417
20.2,52.85,0.079,317.3,245.2,14851.93846
23.88,74.2,4.926,0.069,0.13,31287.13846
14.56,67.62,0.079,0.07,0.119,11063.62545
25.67,84.1,4.926,0.073,0.152,36173.04075
21.61,59.59,4.92,0.095,0.074,17432.97242
30.44,45.13,4.922,598.9,99.8,22166.35983
19.43,68.72,0.078,0.048,0.122,17769.7166
17.08,78.5,0.071,0.069,0.111,13638.41945
10.52,88.0,0.075,0.07,0.1,14603.22581
12.98,63.62,0.081,0.088,0.108,25118.23116
14.82,71.5,0.082,0.037,0.108,14242.59109
28.82,41.08,4.919,0.066,0.115,31083.51464
16.69,65.47,0.081,0.04,0.152,28270.54545
20.41,86.9,0.073,0.051,0.148,16506.09231
16.63,61.88,0.074,220.6,225.6,9404.081633
5.915,90.3,4.927,65.16,63.29,13193.00503
26.53,70.4,4.918,470.9,334.8,24678.82845
21.38,62.71,0.079,79.8,65.31,11023.75385
11.83,49.65,0.083,9.15,8.9,11340.72289
11.78,72.1,4.919,0.026,0.148,12048.3871
21.59,80.3,4.92,0.069,0.152,22455.56485
20.48,48.0,0.08,323.5,51.09,8975.421687
9.78,69.7,4.918,94.6,22.2,7969.156627
17.26,87.0,0.073,0.556,0.53,8356.626506
26.04,72.9,4.91,602.0,133.3,24931.88285
22.51,80.1,0.068,706.0,420.4,18000.73846
6.026,89.3,0.083,3.488,3.401,7289.315726
21.69,75.5,4.915,101.4,102.9,27237.57085
21.13,63.05,0.274,160.8,118.4,12161.30746
20.97,39.81,0.08,161.9,157.1,20613.81818
16.31,78.7,4.915,0.037,0.119,25263.87097
27.13,75.7,4.926,315.5,231.1,26007.27273
20.75,58.79,0.071,446.1,59.44,17175.06073
18.19,70.4,0.084,0.073,0.096,16562.18845
21.93,77.1,4.921,0.073,0.104,20361.63009
15.6,58.01,0.081,156.6,154.1,14784.96482
15.32,69.31,0.073,0.059,0.059,14948.01619
14.34,75.1,0.078,0.029,0.219,14673.45455
16.96,64.09,4.923,0.088,0.082,12517.93313
15.6,45.5,0.086,112.7,130.0,20943.87097
33.31,39.76,4.929,822.0,81.2,30017.07113
11.04,63.48,0.081,0.062,0.126,14388.3871
23.12,71.6,0.073,398.0,259.0,12599.63526
29.34,45.65,4.909,841.0,37.74,27325.39185
15.98,81.3,0.074,273.8,254.7,18315.63636
22.0,75.5,4.918,0.08,0.115,16662.22676
16.65,81.7,0.068,0.048,0.111,27735.27273
13.9,90.2,0.072,0.084,0.145,16139.63636
15.56,57.31,0.084,147.1,149.8,13239.31658
19.92,84.3,0.069,0.022,0.148,13256.86154
35.01,35.22,0.07,842.0,99.6,24636.65272
23.91,84.4,4.917,0.066,0.126,21702.42678
14.47,62.46,0.09,8.26,8.61,25775.42169
18.55,52.27,0.082,547.1,505.0,17534.45783
28.98,35.02,4.917,926.0,84.0,20216.12308
16.5,73.3,0.084,291.1,68.45,8245.858343
9.84,45.98,0.09,591.0,640.4,17164.22111
11.66,88.9,0.071,0.066,0.167,24521.96985
26.86,58.45,4.905,0.095,0.1,31622.82132
17.41,86.4,4.918,0.062,0.107,17419.91903
15.3,59.76,4.927,274.7,35.63,8605.301205
14.68,54.27,4.917,43.91,50.93,24352.25806
14.25,64.49,0.082,0.022,0.171,13771.8995
18.3,28.85,0.089,366.7,432.9,16412.53012
24.9,85.2,4.917,0.073,0.119,25148.78661
19.76,65.59,0.08,0.062,0.107,25036.8
19.44,67.26,0.077,437.4,413.8,13525.50607
16.93,64.12,4.917,0.077,0.133,9357.108434
5.099,87.4,0.084,2.906,2.804,11884.33735
13.2,69.08,0.093,51.31,36.6,12352.77108
20.76,42.43,0.086,677.1,485.6,11687.71084
13.24,65.19,0.085,9.14,8.79,8113.32533
12.74,79.5,0.079,80.1,75.6,11351.27273
15.43,67.69,0.077,356.5,73.3,16042.40964
12.0,65.15,0.079,0.062,0.122,13685.06533
25.93,49.2,0.076,156.4,160.1,24205.9919
20.87,57.29,4.929,0.077,0.07,25069.82635
9.75,79.5,0.089,281.2,137.4,10228.09124
17.57,76.2,0.073,317.6,266.8,20206.54545
11.7,64.95,0.082,0.033,0.137,11016.36181
12.67,78.7,0.092,0.037,0.108,19805.80645
9.37,86.4,0.084,0.029,0.167,10602.64106
25.28,81.9,4.926,0.084,0.119,35987.94979
21.72,78.8,4.915,0.066,0.152,19169.90596
19.58,66.85,0.087,547.5,566.5,14539.35484
24.23,49.29,0.083,339.6,122.4,12873.92097
19.1,66.44,0.083,0.048,0.1,17534.45783
24.22,47.58,4.923,0.088,0.074,14297.87234
15.56,86.0,0.072,45.8,41.48,14103.27273
13.14,83.4,0.072,0.102,0.134,17128.72727
21.25,81.3,4.925,0.099,0.078,20686.57814
28.84,73.0,4.905,684.5,167.0,28023.57367
17.43,76.2,0.069,276.4,231.3,20078.54545
27.49,68.78,4.92,770.0,103.2,26257.40586
16.04,71.6,0.074,0.059,0.159,6534.453782
26.59,70.2,4.922,520.5,341.5,25112.63598
26.26,59.47,4.914,129.2,123.6,26791.38462
25.84,49.35,4.917,497.6,50.38,12978.96657
25.78,71.3,4.924,742.0,71.0,13820.46987
16.06,58.21,0.083,637.3,63.64,16174.31156
12.74,74.6,4.918,0.45,0.497,25344.0
18.38,75.1,0.084,0.04,0.141,21180.24291
11.88,86.2,4.921,170.9,170.2,16897.92965
11.33,74.5,0.073,0.044,0.13,14255.42169
25.19,92.2,4.91,0.084,0.107,19807.89969
22.14,75.4,4.924,0.091,0.085,21276.48903
18.35,68.81,0.083,0.095,0.107,14554.65046
31.0,48.13,4.919,852.0,84.3,30481.00418
22.18,73.9,4.92,547.4,80.0,11286.56535
21.58,56.95,4.92,0.121,0.085,12179.45289
16.97,80.0,0.099,0.051,0.115,11619.20973
15.34,74.4,0.084,0.033,0.104,26518.06452
15.94,55.02,0.086,0.022,0.145,27170.90909
15.01,68.19,0.08,0.055,0.126,15725.33013
25.27,53.68,0.278,783.0,116.8,16779.89785
16.36,77.5,0.071,0.066,0.1,14128.19277
10.32,84.9,0.073,0.029,0.133,14005.16129
23.98,44.1,4.92,2.384,2.194,29248.98462
16.3,82.4,0.07,458.7,410.4,18542.54545
6.876,75.0,4.915,0.051,0.134,14646.03015
15.9,89.2,0.065,0.044,0.13,17099.63636
18.83,78.1,4.921,0.073,0.063,18108.69301
